accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,mcc,mean_prediction_confidence,roc_auc_ovr,average_precision_macro,loss,setting
0.7371428571428571,0.5241771204158897,0.5388564826686452,0.5241771204158897,0.49624714377169493,0.7018160133089592,0.7371428571428571,0.6844550626048906,0.6225786063774696,0.5795589685440063,0.874983187704576,0.5857805438170255,0.8071595139730544,full_cooperative_model
