cycle_label,cycle_code,component,file_code,description,url,filename,selected_for_download
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_DBQ,2017-2020 Diet Behavior & Nutrition P_DBQ Doc P_DBQ Data [XPT - 5.5 MB] Updated December 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_DBQ.xpt,P_DBQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_DEQ,2017-2020 Dermatology P_DEQ Doc P_DEQ Data [XPT - 273.9 KB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_DEQ.xpt,P_DEQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_DIQ,2017-2020 Diabetes P_DIQ Doc P_DIQ Data [XPT - 3.2 MB] May 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_DIQ.xpt,P_DIQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_DPQ,2017-2020 Mental Health - Depression Screener P_DPQ Doc P_DPQ Data [XPT - 772.7 KB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_DPQ.xpt,P_DPQ.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_ECQ,2017-2020 Early Childhood P_ECQ Doc P_ECQ Data [XPT - 421.2 KB] July 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_ECQ.xpt,P_ECQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_FSQ,2017-2020 Food Security P_FSQ Doc P_FSQ Data [XPT - 2.4 MB] February 2022,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_FSQ.xpt,P_FSQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_HEQ,2017-2020 Hepatitis P_HEQ Doc P_HEQ Data [XPT - 517.7 KB] September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_HEQ.xpt,P_HEQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_HIQ,2017-2020 Health Insurance P_HIQ Doc P_HIQ Data [XPT - 1.7 MB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_HIQ.xpt,P_HIQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_HSQ,2017-2020 Current Health Status P_HSQ Doc P_HSQ Data [XPT - 148.6 KB] July 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_HSQ.xpt,P_HSQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_HUQ,2017-2020 Hospital Utilization & Access to Care P_HUQ Doc P_HUQ Data [XPT - 852.7 KB] September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_HUQ.xpt,P_HUQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_IMQ,2017-2020 Immunization P_IMQ Doc P_IMQ Data [XPT - 1.3 MB] September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_IMQ.xpt,P_IMQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_INQ,2017-2020 Income P_INQ Doc P_INQ Data [XPT - 365.9 KB] December 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_INQ.xpt,P_INQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_KIQ_U,2017-2020 Kidney Conditions - Urology P_KIQ_U Doc P_KIQ_U Data [XPT - 1.1 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_KIQ_U.xpt,P_KIQ_U.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_MCQ,2017-2020 Medical Conditions P_MCQ Doc P_MCQ Data [XPT - 7.2 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_MCQ.xpt,P_MCQ.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_OCQ,2017-2020 Occupation P_OCQ Doc P_OCQ Data [XPT - 479.5 KB] September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_OCQ.xpt,P_OCQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_OHQ,2017-2020 Oral Health P_OHQ Doc P_OHQ Data [XPT - 4.5 MB] May 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_OHQ.xpt,P_OHQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_OSQ,2017-2020 Osteoporosis P_OSQ Doc P_OSQ Data [XPT - 3.7 MB] October 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_OSQ.xpt,P_OSQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_PAQ,2017-2020 Physical Activity P_PAQ Doc P_PAQ Data [XPT - 1.3 MB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_PAQ.xpt,P_PAQ.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_PAQY,2017-2020 Physical Activity - Youth P_PAQY Doc P_PAQY Data [XPT - 76.2 KB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_PAQY.xpt,P_PAQY.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_PUQMEC,2017-2020 Pesticide Use P_PUQMEC Doc P_PUQMEC Data [XPT - 287.1 KB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_PUQMEC.xpt,P_PUQMEC.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_RHQ,2017-2020 Reproductive Health P_RHQ Doc P_RHQ Data [XPT - 1.3 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_RHQ.xpt,P_RHQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_RXQASA,2017-2020 Preventive Aspirin Use P_RXQASA Doc P_RXQASA Data [XPT - 202.3 KB] June 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_RXQASA.xpt,P_RXQASA.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_RXQ_RX,2017-2020 Prescription Medications P_RXQ_RX Doc P_RXQ_RX Data [XPT - 15.4 MB] September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_RXQ_RX.xpt,P_RXQ_RX.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_SLQ,2017-2020 Sleep Disorders P_SLQ Doc P_SLQ Data [XPT - 759 KB] July 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_SLQ.xpt,P_SLQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_SMQ,2017-2020 Smoking - Cigarette Use P_SMQ Doc P_SMQ Data [XPT - 1.4 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_SMQ.xpt,P_SMQ.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_SMQFAM,2017-2020 Smoking - Household Smokers P_SMQFAM Doc P_SMQFAM Data [XPT - 365.9 KB] December 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_SMQFAM.xpt,P_SMQFAM.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_SMQRTU,2017-2020 Smoking - Recent Tobacco Use P_SMQRTU Doc P_SMQRTU Data [XPT - 2 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_SMQRTU.xpt,P_SMQRTU.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_SMQSHS,2017-2020 Smoking - Secondhand Smoke Exposure P_SMQSHS Doc P_SMQSHS Data [XPT - 1.8 MB] August 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_SMQSHS.xpt,P_SMQSHS.xpt,True
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_VTQ,2017-2020 Volatile Toxicant P_VTQ Doc P_VTQ Data [XPT - 937.6 KB] November 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_VTQ.xpt,P_VTQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_WHQ,2017-2020 Weight History P_WHQ Doc P_WHQ Data [XPT - 2.7 MB] November 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_WHQ.xpt,P_WHQ.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,P_WHQMEC,2017-2020 Weight History - Youth P_WHQMEC Doc P_WHQMEC Data [XPT - 70.4 KB] November 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/P_WHQMEC.xpt,P_WHQMEC.xpt,False
2017-March_2020_PrePandemic,2017-2020,Questionnaire,RXQ_DRUG,1988-2020 Prescription Medications - Drug Information RXQ_DRUG Doc RXQ_DRUG Data [XPT - 3.2 MB] Updated September 2021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt,RXQ_DRUG.xpt,True
2021-August_2023,2021-2023,Demographics,DEMO_L,Demographic Variables and Sample Weights DEMO_L Doc DEMO_L Data [XPT - 2.5 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.xpt,DEMO_L.xpt,False
2021-August_2023,2021-2023,Dietary,DR1IFF_L,"Dietary Interview - Individual Foods, First Day DR1IFF_L Doc DR1IFF_L Data [XPT - 64.2 MB] October 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.xpt,DR1IFF_L.xpt,True
2021-August_2023,2021-2023,Dietary,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day DR1TOT_L Doc DR1TOT_L Data [XPT - 11.4 MB] October 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.xpt,DR1TOT_L.xpt,True
2021-August_2023,2021-2023,Dietary,DR2IFF_L,"Dietary Interview - Individual Foods, Second Day DR2IFF_L Doc DR2IFF_L Data [XPT - 56.4 MB] October 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.xpt,DR2IFF_L.xpt,True
2021-August_2023,2021-2023,Dietary,DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day DR2TOT_L Doc DR2TOT_L Data [XPT - 5.8 MB] October 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.xpt,DR2TOT_L.xpt,True
2021-August_2023,2021-2023,Dietary,DRXFCD_L,Dietary Interview Technical Support File - Food Codes DRXFCD_L Doc DRXFCD_L Data [XPT - 1.4 MB] October 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DRXFCD_L.xpt,DRXFCD_L.xpt,True
2021-August_2023,2021-2023,Dietary,DSBI,Dietary Supplement Database - Blend Information DSBI Doc DSBI Data [XPT - 10 MB] February 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt,DSBI.xpt,True
2021-August_2023,2021-2023,Dietary,DSII,Dietary Supplement Database - Ingredient Information DSII Doc DSII Data [XPT - 82.4 MB] February 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt,DSII.xpt,True
2021-August_2023,2021-2023,Dietary,DSPI,Dietary Supplement Database - Product Information DSPI Doc DSPI Data [XPT - 6.5 MB] February 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt,DSPI.xpt,True
2021-August_2023,2021-2023,Dietary,DSQIDS_L,Dietary Supplement Use 30-Day - Individual Dietary Supplements DSQIDS_L Doc DSQIDS_L Data [XPT - 6 MB] Updated April 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DSQIDS_L.xpt,DSQIDS_L.xpt,True
2021-August_2023,2021-2023,Dietary,DSQTOT_L,Dietary Supplement Use 30-Day - Total Dietary Supplements DSQTOT_L Doc DSQTOT_L Data [XPT - 2.7 MB] Updated April 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DSQTOT_L.xpt,DSQTOT_L.xpt,True
2021-August_2023,2021-2023,Examination,BAX_L,Balance BAX_L Doc BAX_L Data [XPT - 1.6 MB] October 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BAX_L.xpt,BAX_L.xpt,False
2021-August_2023,2021-2023,Examination,BMX_L,Body Measures BMX_L Doc BMX_L Data [XPT - 1.5 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BMX_L.xpt,BMX_L.xpt,True
2021-August_2023,2021-2023,Examination,BPXO_L,Blood Pressure - Oscillometric Measurements BPXO_L Doc BPXO_L Data [XPT - 680.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BPXO_L.xpt,BPXO_L.xpt,True
2021-August_2023,2021-2023,Examination,LUX_L,Liver Ultrasound Transient Elastography LUX_L Doc LUX_L Data [XPT - 747.7 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/LUX_L.xpt,LUX_L.xpt,False
2021-August_2023,2021-2023,Laboratory,AGP_L,alpha-1-Acid Glycoprotein AGP_L Doc AGP_L Data [XPT - 61.3 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/AGP_L.xpt,AGP_L.xpt,False
2021-August_2023,2021-2023,Laboratory,ALB_CR_L,Albumin & Creatinine - Urine ALB_CR_L Doc ALB_CR_L Data [XPT - 532.7 KB] September 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/ALB_CR_L.xpt,ALB_CR_L.xpt,False
2021-August_2023,2021-2023,Laboratory,BIOPRO_L,Standard Biochemistry Profile BIOPRO_L Doc BIOPRO_L Data [XPT - 2.3 MB] September 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BIOPRO_L.xpt,BIOPRO_L.xpt,False
2021-August_2023,2021-2023,Laboratory,CBC_L,Complete Blood Count with 5-Part Differential in Whole Blood CBC_L Doc CBC_L Data [XPT - 1.5 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/CBC_L.xpt,CBC_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FAR_L,Fatty Acids - Washed RBCs FAR_L Doc FAR_L Data [XPT - 2.7 MB] December 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FAR_L.xpt,FAR_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FASTQX_L,Fasting Questionnaire FASTQX_L Doc FASTQX_L Data [XPT - 1.3 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FASTQX_L.xpt,FASTQX_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FERTIN_L,Ferritin FERTIN_L Doc FERTIN_L Data [XPT - 81.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FERTIN_L.xpt,FERTIN_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FFMR_L,Folate Forms - Total & Individual – Washed RBCs FFMR_L Doc FFMR_L Data [XPT - 948.3 KB] January 2026,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FFMR_L.xpt,FFMR_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FOLATE_L,Folate - RBC FOLATE_L Doc FOLATE_L Data [XPT - 274 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FOLATE_L.xpt,FOLATE_L.xpt,False
2021-August_2023,2021-2023,Laboratory,FOLFMS_L,Serum Folate Forms - Total & Individual - Serum FOLFMS_L Doc FOLFMS_L Data [XPT - 1.1 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FOLFMS_L.xpt,FOLFMS_L.xpt,False
2021-August_2023,2021-2023,Laboratory,GHB_L,Glycohemoglobin GHB_L Doc GHB_L Data [XPT - 169.9 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/GHB_L.xpt,GHB_L.xpt,True
2021-August_2023,2021-2023,Laboratory,GLU_L,Plasma Fasting Glucose GLU_L Doc GLU_L Data [XPT - 126.2 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/GLU_L.xpt,GLU_L.xpt,True
2021-August_2023,2021-2023,Laboratory,HDL_L,Cholesterol – High-Density Lipoprotein HDL_L Doc HDL_L Data [XPT - 253.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HDL_L.xpt,HDL_L.xpt,True
2021-August_2023,2021-2023,Laboratory,HEPA_L,Hepatitis A HEPA_L Doc HEPA_L Data [XPT - 203 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEPA_L.xpt,HEPA_L.xpt,False
2021-August_2023,2021-2023,Laboratory,HEPBD_L,"Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody HEPBD_L Doc HEPBD_L Data [XPT - 316.6 KB] February 2026",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEPBD_L.xpt,HEPBD_L.xpt,False
2021-August_2023,2021-2023,Laboratory,HEPB_S_L,Hepatitis B Surface Antibody HEPB_S_L Doc HEPB_S_L Data [XPT - 203 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEPB_S_L.xpt,HEPB_S_L.xpt,False
2021-August_2023,2021-2023,Laboratory,HEPC_L,"Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype HEPC_L Doc HEPC_L Data [XPT - 316.6 KB] February 2026",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEPC_L.xpt,HEPC_L.xpt,False
2021-August_2023,2021-2023,Laboratory,HEPE_L,Hepatitis E: IgG & IgM Antibodies HEPE_L Doc HEPE_L Data [XPT - 253.4 KB] February 2026,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEPE_L.xpt,HEPE_L.xpt,False
2021-August_2023,2021-2023,Laboratory,HSCRP_L,High-Sensitivity C-Reactive Protein HSCRP_L Doc HSCRP_L Data [XPT - 274 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HSCRP_L.xpt,HSCRP_L.xpt,False
2021-August_2023,2021-2023,Laboratory,IHGEM_L,"Mercury: Inorganic, Ethyl, and Methyl - Blood IHGEM_L Doc IHGEM_L Data [XPT - 752.3 KB] September 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/IHGEM_L.xpt,IHGEM_L.xpt,False
2021-August_2023,2021-2023,Laboratory,INS_L,Insulin INS_L Doc INS_L Data [XPT - 157.5 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/INS_L.xpt,INS_L.xpt,False
2021-August_2023,2021-2023,Laboratory,PBCD_L,"Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood PBCD_L Doc PBCD_L Data [XPT - 1.1 MB] September 2024",https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/PBCD_L.xpt,PBCD_L.xpt,False
2021-August_2023,2021-2023,Laboratory,TCHOL_L,Cholesterol - Total TCHOL_L Doc TCHOL_L Data [XPT - 253.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/TCHOL_L.xpt,TCHOL_L.xpt,True
2021-August_2023,2021-2023,Laboratory,TFR_L,Transferrin Receptor TFR_L Doc TFR_L Data [XPT - 81.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/TFR_L.xpt,TFR_L.xpt,False
2021-August_2023,2021-2023,Laboratory,TRIGLY_L,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides TRIGLY_L Doc TRIGLY_L Data [XPT - 314.3 KB] September 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/TRIGLY_L.xpt,TRIGLY_L.xpt,True
2021-August_2023,2021-2023,Laboratory,TST_L,Sex Steroid Hormone Panel - Serum TST_L Doc TST_L Data [XPT - 2.3 MB] October 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/TST_L.xpt,TST_L.xpt,False
2021-August_2023,2021-2023,Laboratory,UCPREG_L,Urine Pregnancy Test UCPREG_L Doc UCPREG_L Data [XPT - 18.8 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/UCPREG_L.xpt,UCPREG_L.xpt,False
2021-August_2023,2021-2023,Laboratory,VID_L,Vitamin D VID_L Doc VID_L Data [XPT - 683.9 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/VID_L.xpt,VID_L.xpt,False
2021-August_2023,2021-2023,Laboratory,VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood VOCWB_L Doc VOCWB_L Data [XPT - 2.2 MB] September 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/VOCWB_L.xpt,VOCWB_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,ACQ_L,Acculturation ACQ_L Doc ACQ_L Data [XPT - 445.6 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/ACQ_L.xpt,ACQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,ALQ_L,Alcohol Use ALQ_L Doc ALQ_L Data [XPT - 447.6 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/ALQ_L.xpt,ALQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,AUQ_L,Audiometry AUQ_L Doc AUQ_L Data [XPT - 1.3 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/AUQ_L.xpt,AUQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,BAQ_L,Balance BAQ_L Doc BAQ_L Data [XPT - 714.1 KB] October 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BAQ_L.xpt,BAQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,BPQ_L,Blood Pressure & Cholesterol BPQ_L Doc BPQ_L Data [XPT - 400.1 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/BPQ_L.xpt,BPQ_L.xpt,True
2021-August_2023,2021-2023,Questionnaire,DBQ_L,Diet Behavior & Nutrition DBQ_L Doc DBQ_L Data [XPT - 2.5 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DBQ_L.xpt,DBQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,DEQ_L,Dermatology DEQ_L Doc DEQ_L Data [XPT - 135.8 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEQ_L.xpt,DEQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,DIQ_L,Diabetes DIQ_L Doc DIQ_L Data [XPT - 827.7 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DIQ_L.xpt,DIQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,DPQ_L,Mental Health - Depression Screener DPQ_L Doc DPQ_L Data [XPT - 546.9 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DPQ_L.xpt,DPQ_L.xpt,True
2021-August_2023,2021-2023,Questionnaire,ECQ_L,Early Childhood ECQ_L Doc ECQ_L Data [XPT - 189.5 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/ECQ_L.xpt,ECQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,FNQ_L,Functioning FNQ_L Doc FNQ_L Data [XPT - 2.7 MB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FNQ_L.xpt,FNQ_L.xpt,True
2021-August_2023,2021-2023,Questionnaire,FSQ_L,Food Security FSQ_L Doc FSQ_L Data [XPT - 2.9 MB] December 2025,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/FSQ_L.xpt,FSQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,HEQ_L,Hepatitis HEQ_L Doc HEQ_L Data [XPT - 168.2 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HEQ_L.xpt,HEQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,HIQ_L,Health Insurance HIQ_L Doc HIQ_L Data [XPT - 445.2 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HIQ_L.xpt,HIQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,HOQ_L,Housing Characteristics HOQ_L Doc HOQ_L Data [XPT - 129.2 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HOQ_L.xpt,HOQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,HSQ_L,Current Health Status HSQ_L Doc HSQ_L Data [XPT - 104.4 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HSQ_L.xpt,HSQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,HUQ_L,Hospital Utilization & Access to Care HUQ_L Doc HUQ_L Data [XPT - 269.6 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/HUQ_L.xpt,HUQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,IMQ_L,Immunization IMQ_L Doc IMQ_L Data [XPT - 543.7 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/IMQ_L.xpt,IMQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,INQ_L,Income INQ_L Doc INQ_L Data [XPT - 467.6 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/INQ_L.xpt,INQ_L.xpt,False
2021-August_2023,2021-2023,Questionnaire,KIQ_U_L,Kidney Conditions - Urology KIQ_U_L Doc KIQ_U_L Data [XPT - 551.1 KB] September 2024,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/KIQ_U_L.xpt,KIQ_U_L.xpt,False
