team,mean_confidence,std_confidence,mean_entropy
behavioral,0.5983255505561829,0.16288858652114868,0.9555220007896423
demographic_fairness,0.5400237441062927,0.13866879045963287,1.0630106925964355
functional_disability,0.6450383067131042,0.15098556876182556,0.9042002558708191
nutritional_metabolic,0.448378324508667,0.06730315089225769,1.219344139099121
physiological,0.6668917536735535,0.16057613492012024,0.5701648592948914
